depolarizing_noise,phase_noise,attack_intensity,qber,entropy,key_rate,channel_loss,ai_attack_likelihood,path_coordinate,lagrangian_base,var_k_raw,neg_slope_raw,var_k_norm,neg_slope_norm,curvature_norm,precritical_gate,critical_instability_potential,lagrangian_predictive,delta_coord,action_base_increment,action_predictive_increment,action_base,action_predictive,normalized_action,action_velocity,action_acceleration,collapse,trajectory_name,dL_dq,dL_dk,d2L_path,stationarity_residual
0.132,0.06,0.3,0.11102400000000003,0.5029969460070614,0.0,0.5711229946524065,0.4950000000000001,0.132,0.4140235300329528,0.00021589311229485353,2.585553776964046,0.10140446677618342,0.4548996980088746,1.0,0.0,0.0,0.4140235300329528,0.006000000000000005,0.0024841411801977188,0.0024841411801977188,0.031069512562525513,0.05601680499647907,0.04948481006756101,0.4198336939975702,-25.683969201103615,1,physical_noise_dominant,-90.03281391930747,11621.074374123767,3071.112738852748,11711.107188043075
0.138,0.06,0.3,0.11457600000000001,0.5135661029630085,0.0,0.5919786096256685,0.5100000000000001,0.138,0.42564385796218673,3.8506108801380794e-05,0.0,0.01808622511910864,0.0,0.4253658083781012,0.0,0.0,0.42564385796218673,0.006000000000000005,0.0025538631477731227,0.0025538631477731227,0.033623375710298636,0.05857066814425219,0.05146807394046766,0.4314226186257084,1.9263220427253245,1,physical_noise_dominant,3.2626476993631925,0.0,4601.715207304839,3.2626476993631925
0.14400000000000002,0.06,0.3,0.11812800000000002,0.5239558124841223,0.0,0.6128342245989306,0.5250000000000001,0.14400000000000002,0.4372013792892289,0.0,0.0,0.0,0.0,0.017854783529300283,0.0,0.0,0.4372013792892289,0.006000000000000005,0.0026232082757353756,0.0026232082757353756,0.03624658398603401,0.06119387641998757,0.053491150716772344,0.44294955851027407,1.9161241479898479,1,physical_noise_dominant,3.245197039573817,0.0,-1.6996491225776822,3.245197039573817
0.15,0.06,0.3,0.12168000000000001,0.5341707709053728,0.0,0.6336898395721925,0.5400000000000001,0.15,0.44869773773131905,0.0,0.0,0.0,0.0,0.017043306622340108,0.0,0.0,0.44869773773131905,0.005999999999999978,0.002692186426387904,0.002692186426387904,0.038938770412421914,0.06388606284637548,0.05555309812728303,0.4544161084015865,1.9061842302815108,1,physical_noise_dominant,3.2281953522838975,0.0,-1.6566529514019237,3.2281953522838975
0.156,0.06,0.3,0.125232,0.5442153947507508,0.0,0.6545454545454545,0.5550000000000002,0.156,0.4601344790718537,0.0,0.0,0.0,0.0,0.016278933309918545,0.0,0.0,0.4601344790718537,0.006000000000000005,0.0027608068744311245,0.0027608068744311245,0.041699577286853036,0.0666468697208066,0.057653001488587034,0.4658237692736522,1.8964873148729424,1,physical_noise_dominant,3.2116162365048666,0.0,-1.6161525680870454,3.2116162365048666
0.162,0.06,0.3,0.128784,0.5540938444905894,0.0,0.6754010695187166,0.5700000000000002,0.162,0.47151305947544964,0.0,0.0,0.0,0.0,0.015557769642973259,0.0,0.0,0.47151305947544964,0.006000000000000005,0.0028290783568527002,0.0028290783568527002,0.044528655643705735,0.0694759480776593,0.05978997252810612,0.47717395618006186,1.8870196649643702,1,physical_noise_dominant,3.195435502930806,0.0,-1.5779416514192235,3.195435502930806
0.168,0.06,0.3,0.132336,0.563810045675081,0.0,0.6962566844919786,0.5850000000000001,0.168,0.4828348528846741,0.0,0.0,0.0,0.0,0.014876340993852594,0.0,0.0,0.4828348528846741,0.006000000000000005,0.0028970091173080473,0.0028970091173080473,0.04742566476101378,0.07237295719496735,0.06196314828336246,0.48846800525322465,1.8777686483766303,1,physical_noise_dominant,3.1796309327598777,0.0,-1.5418360979643353,3.1796309327598777
0.17400000000000002,0.06,0.3,0.135888,0.5733677077963646,0.0,0.7171122994652408,0.6000000000000001,0.17400000000000002,0.49410115762177576,0.0,0.0,0.0,0.0,0.007272575220451207,0.0,0.0,0.49410115762177576,0.006000000000000005,0.0029646069457306573,0.0029646069457306573,0.050390271706744434,0.075337564140698,0.06417169006873766,0.49970717996058145,1.4037664205135982,1,physical_noise_dominant,3.1641820685126305,0.0,-1.1389499382111978,3.1641820685126305
0.18,0.06,0.3,0.13943999999999998,0.5827703411762487,0.0,0.7379679144385026,0.615,0.18,0.5053132022993876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5053132022993876,0.005999999999999978,0.0030318792137963143,0.0030318792137963143,0.05342215092054075,0.07836944335449432,0.06641478250380875,0.5053132022993878,0.9343370564677301,1,physical_noise_dominant,3.1565441096880407,-11212.044677611833,-0.7536119373573485,11215.201221721522
0.08,0.06,0.0,0.05528,0.30841606052765996,0.3831678789446801,0.3903743315508022,0.0,0.0,0.1093869117059054,0.0007329586634858085,0.0,0.35095191232500106,0.0,0.05371739016785131,0.0,0.0,0.1093869117059054,1e-06,1.093869117059054e-07,1.093869117059054e-07,1.093869117059054e-07,1.093869117059054e-07,1.093869117059054e-07,0.13448829563329,0.24766193789527102,0,attack_dominant,6.033986521005909,-0.7469829525877235,-0.06703802757149546,6.780969473593633
